ID,Group,Feature_1,Feature_2,Feature_3
ID449,C,2548.3629503824186,391.1849735098888,-2165.6955177847694
ID450,B,2598.7277710663056,406.3330005909587,5190.712147539483
ID451,C,2483.3016832133117,382.1859149908602,-2079.6702352937195
ID452,C,2567.974309842256,405.4563912678539,-2160.981375752721
ID453,B,2651.676002441047,379.6853529825646,5310.025097463152
ID454,B,2396.1578544399044,416.21935572291204,4818.334607586731
ID455,C,2600.3125519423793,410.94033999729373,-2173.387932312141
ID456,A,2319.4192594665287,386.9942963507255,5024.615276473436
ID457,B,2418.672750580819,389.49276389558077,4852.349070325245
ID458,A,2540.3633151665026,389.50069614123885,5680.975248970757
ID459,C,2560.889671657302,417.83904918893404,-2143.059284596822
ID460,C,2692.2653355842976,379.7535854031197,-2305.7453584655022
ID461,B,2504.3339849673534,430.3474840383232,5003.063129864992
ID462,A,2445.2014838781038,379.05281322564707,5435.136809041997
ID463,C,2405.034487644726,379.2262277743323,-2014.7207362714178
ID464,A,2413.6956734387136,404.6908262657727,5207.93615352066
ID465,C,2541.038087633209,379.71959814996495,-2167.3940174151057
ID466,C,2368.6080492769315,380.01845572807133,-2002.3086442879455
ID467,A,2585.310146315965,407.7596393473939,5731.154589786289
ID468,C,2459.6557932108462,404.88111779417477,-2074.3688434105225
ID469,A,2653.879341408326,413.2800857200707,5898.234696452386
ID470,A,2511.899800668606,412.01414945906214,5482.908408748263
ID471,B,2635.0846421904516,414.42222916104566,5269.068409632188
ID472,C,2694.3798219823475,411.9332592120627,-2285.535277895254
ID473,B,2465.9916222876705,400.06194405394456,4926.357123286677
ID474,A,2500.131582655153,412.73185797341466,5446.169919205694
ID475,C,2397.4264263432324,385.02944834673525,-2008.8241241155117
ID476,C,2601.0549074583346,411.8109215046818,-2194.2519728269185
ID477,A,2557.083806331621,394.0923526040632,5727.030182013737
ID478,A,2463.788601917988,415.8281919536682,5306.179454427037
ID479,C,2256.170891079851,426.6143227741624,-1842.9694946662887
ID480,A,2466.7139807111316,380.2360498882084,5502.269088361645
ID481,B,2530.8150114514597,418.8354450031501,5065.464228132108
ID482,C,2433.379093225723,420.64399813586664,-2016.2470160904932
ID483,A,2643.8655506898695,407.33119107419856,5913.835044620036
ID484,B,2317.5532064024446,407.9291734775224,4627.331785946856
ID485,B,2556.8793111965124,391.9479356409826,5116.431409231226
ID486,A,2565.0500612368537,405.9305434927638,5667.185635217472
ID487,A,2397.9955907199874,424.3727972229403,5075.328316002725
ID488,B,2734.714662074501,407.38708990196665,5452.623980783958
ID489,C,2290.377168204642,419.4262922564315,-1880.2724995185604
ID490,A,2439.980974162042,406.09573543445447,5291.373684813132
ID491,C,2424.551726957588,400.7828652928616,-2015.4953515117736
ID492,A,2431.7548577583484,405.5546025067264,5273.431935045905
ID493,A,2589.115824161555,441.2546982992481,5565.239019692261
ID494,A,2519.5245996647077,363.0728962850531,5732.110749565806
ID495,A,2517.5215239029594,376.6903721888427,5660.536756563638
ID496,B,2467.8502293406805,422.89866303465965,4944.054581499203
ID497,C,2437.8281246521847,406.03582597272566,-2054.9084904430247
ID498,C,2353.687975377513,389.50462106233783,-1970.0490389523495
ID499,C,2510.489663111989,406.083005916685,-2129.5451978817773
ID500,A,2505.961952206389,394.24172338978127,5532.898902875685
ID501,B,2339.627720154322,377.84903274390956,4687.678125180563
ID502,C,2423.1439149429925,406.6672924280805,-2010.7053221899348
ID503,A,2501.0340342578424,389.1556638450085,5560.367736389002
ID504,A,2492.6112286453304,424.250769430024,5372.419883000352
ID505,A,2352.79411755735,416.9264431859866,4997.144337016855
ID506,C,2739.416738539322,401.0851696447981,-2338.9894233321206
ID507,B,2416.69757361345,382.03213382853437,4826.303344927211
ID508,C,2576.1742525062323,387.802999330328,-2184.5924140226152
ID509,C,2416.7987379483193,420.9533180736939,-1988.695298365555
ID510,C,2394.508586209018,404.6895675196707,-1995.0555324937545
ID511,A,2405.5717754079556,392.289154453791,5279.556396067223
ID512,B,2467.4721704115345,393.6719180519904,4932.672512471176
ID513,B,2608.234614407933,400.2600253078737,5207.673596014306
ID514,B,2488.8755068633654,396.1615563029154,4978.935452320207
ID515,C,2410.907185957498,393.3154383029395,-2031.0475676484953
ID516,A,2374.2159667972924,407.383317628447,5085.622198825498
ID517,C,2594.9738321615373,343.0710321108647,-2261.093986820499
ID518,C,2499.55386017618,398.97879423406636,-2108.265721042771
ID519,A,2531.0730050722973,422.5300928807406,5463.518997053276
ID520,B,2572.766024853778,428.6956144858855,5141.115028615229
ID521,A,2470.740363452863,390.9775714171662,5446.621441218867
ID522,B,2488.677622659189,414.7339068068769,4968.8084780429945
ID523,C,2649.6668988616843,386.41680800713544,-2256.8632020110317
ID524,A,2525.529685414042,407.559213942477,5558.973984987808
ID525,B,2442.4358687685153,387.8475631068299,4872.588285948286
ID526,A,2338.7272466814047,388.0232298171522,5066.800574909634
ID527,A,2466.921364630792,404.3897941182371,5385.176549905404
ID528,B,2483.840279839082,380.3379324645365,4966.838647918494
ID529,B,2459.7057464858694,409.2447648121289,4930.992842485966
ID530,C,2622.5093277755514,393.55050581165233,-2228.1099025230706
ID531,A,2579.9382582796834,385.09447785820845,5813.979365891765
ID532,B,2492.303164152241,405.03063280065106,4991.94807279232
ID533,B,2557.0792431730524,407.5296065072307,5112.498213488749
ID534,B,2420.353044116459,392.97688160480385,4839.306196331852
ID535,A,2462.7425336048354,424.44530565469296,5246.045939221852
ID536,B,2382.1905938627388,402.15380439548863,4772.4680619845585
ID537,A,2570.19885477678,412.76251073893576,5665.407694958202
ID538,B,2379.948806223298,407.2673433863935,4751.957193938228
ID539,B,2519.2134346364082,400.9784357448734,5041.694855543662
ID540,A,2554.1394123774644,392.22905787643805,5703.285159651936
ID541,C,2664.590254053898,373.21527305239516,-2298.2691691612654
ID542,A,2385.3183700206323,422.4683033091601,5016.932807495585
ID543,C,2662.7316030753595,397.12558397837904,-2263.794282287243
ID544,C,2510.0749243129076,374.62481488666685,-2138.4582920385556
ID545,B,2572.5552540818694,370.9773165427766,5157.192961346003
ID546,A,2374.1555173439388,405.57749796233554,5074.19686863975
ID547,C,2568.612002665768,422.2893254058569,-2162.3496247599815
ID548,A,2700.0910319570676,427.0098685352706,5993.871861602275
ID549,C,2531.5612469655016,379.67281132046645,-2162.72106960116
ID550,A,2432.741773218475,392.20121324702046,5340.308806829505
ID551,C,2487.0463972528937,414.50850808040315,-2073.7432837897645
ID552,B,2579.764503256453,383.0544167473631,5161.949812055889
ID553,B,2519.9560528791735,409.2331279424874,5024.262243899986
ID554,A,2365.399797072701,389.1670636331877,5150.495679502716
ID555,C,2346.6065586608056,396.7281358989096,-1957.8886722082639
ID556,C,2544.191152381507,395.07730372895065,-2149.992772475386
ID557,C,2610.2647087339974,399.20269160410567,-2218.235005540923
ID558,B,2464.6628123046103,384.4206698755045,4938.897407393721
ID559,C,2544.5949215246596,400.86346171002964,-2158.975561135419
ID560,A,2347.7843865364343,411.2686220230313,4977.43165439062
ID561,C,2674.4494096044345,380.2998884316061,-2301.1458546839626
ID562,A,2491.02081123173,384.9234028879691,5536.175427602926
ID563,C,2641.653493591689,407.2034438661304,-2217.230384345365
ID564,C,2394.052188314807,432.0879635387128,-1959.1284482777799
ID565,A,2258.4209015492056,405.8359858417718,4752.053887751478
ID566,A,2396.8442593955783,396.0959179251584,5221.2946237875085
ID567,A,2500.077292820569,385.64816082435317,5587.012256628381
ID568,B,2496.8310716748656,393.9138241357948,5025.6110867327625
ID569,C,2582.6848444467155,427.4336573518606,-2175.0337972034167
ID570,A,2432.7170021185307,404.1457826631478,5287.126072992774
ID571,C,2525.2584761587354,390.9658819598078,-2151.2504239729715
ID572,A,2424.5778981975773,401.7646100189458,5247.445001666874
ID573,B,2435.1489698974665,380.5783732570174,4872.666443468442
ID574,C,2377.3524633051657,418.08450866319544,-1973.7923542697943
ID575,B,2411.1991473429894,394.04059655664196,4795.7274197074175
ID576,C,2516.5875664139344,406.0467822552794,-2131.7752170420526
ID577,A,2481.764888961433,390.88748088478815,5452.2087839303895
ID578,A,2424.9638803567836,388.0553504765057,5329.176095428772
ID579,A,2434.069543247774,389.45520819731144,5366.170968711187
ID580,B,2524.970147509939,392.0575827666015,5062.843204357537
ID581,A,2350.8727159032283,423.3254031570859,4930.5187888446035
ID582,A,2430.5908990094827,374.95399947563675,5426.77952026727
ID583,A,2527.001464381725,396.638194020853,5612.6662218827005
ID584,B,2583.8621643991314,392.99142351172657,5159.92454171054
ID585,B,2462.5391006601017,399.26191807376205,4931.450539128287
ID586,C,2500.0072368855426,396.753404349593,-2088.2907978339886
ID587,C,2279.1671832521647,388.22517981902973,-1908.5610640626167
ID588,A,2446.557621215458,412.14775950335076,5271.487519878699
ID589,A,2470.3097769336173,387.3757134211972,5464.37981195174
ID590,A,2498.8911727157833,410.6170334450502,5426.806987539002
ID591,A,2312.6257108444734,395.720901842201,4952.805128282913
ID592,A,2580.0626335402244,405.77611721344493,5739.705654678703
ID593,B,2321.503113831911,411.90490667116785,4625.598461094497
ID594,B,2654.391949399043,365.3699665219569,5305.626007779654
ID595,A,2534.1956426671454,384.6216731155115,5681.112261688061
ID596,C,2625.7443266086084,375.7814454696593,-2238.1306101113714
ID597,B,2463.2642191503533,421.83999380436126,4933.551647738081
ID598,B,2542.622133588861,408.34432764366176,5068.907172353561
ID599,A,2346.1737940818803,412.86658878802086,4969.544125761942
ID600,B,2541.038068004067,417.7658529945616,5093.301596425799
ID601,C,2421.9479373255986,371.3875717927331,-2060.209848584908
ID602,C,2396.3920610492664,401.3714746607911,-1981.0673360298342
ID603,C,2432.68295803066,416.93338263525106,-2006.8068612436607
ID604,B,2485.3311897520944,409.92716548492456,4975.768612125933
ID605,B,2368.979235797893,400.2016727717365,4735.043663405172
ID606,A,2417.6413342890587,412.2024726077799,5181.328350905168
ID607,C,2347.0485540945992,402.2440520840306,-1951.5029613872084
ID608,B,2497.200395833446,409.0259813657845,4985.937216840448
ID609,C,2373.8151916084057,412.14713649355286,-1939.042153771423
ID610,B,2446.0535909405517,393.3077516558304,4894.608073355832
ID611,B,2657.0397534122503,412.6129175512549,5329.07935084039
ID612,B,2631.5282563909855,378.9843924999819,5253.933391125784
ID613,B,2641.706853360697,400.80303581246403,5285.300044348282
ID614,B,2556.4691984952656,391.70057981313255,5137.039622763606
ID615,A,2457.210877532881,412.27199628208575,5316.341794017548
ID616,C,2598.0318725054085,377.604050328085,-2220.141649616821
ID617,A,2576.9776062946275,389.83737841463477,5764.614208771908
ID618,C,2475.2292775582105,404.28012396856326,-2055.139838731447
ID619,B,2551.951672446302,396.58842213698205,5124.302491045686
ID620,B,2475.368497700178,441.9449112652315,4949.98535985823
ID621,C,2408.002190880804,402.4604333037958,-1988.9738533175737
ID622,B,2556.593432086924,425.01400488563456,5103.417112574794
ID623,B,2618.1606659805216,418.53276017179206,5216.898941211185
ID624,C,2533.3250644126306,386.70623384664293,-2121.91553969772
ID625,B,2567.160802298419,400.5416679478795,5127.50343770783
ID626,B,2577.924232759361,388.32385415679954,5167.89409141535
ID627,A,2595.278638800325,396.67032182674234,5797.465440610803
ID628,B,2542.036243737969,425.10278395337036,5072.380539420179
ID629,A,2664.5605827177696,389.64661389278706,6045.908175210987
ID630,C,2496.7908749753847,407.3617295010472,-2107.85232852227
ID631,C,2507.3100226092424,369.64436380517037,-2136.237031380923
ID632,C,2387.163318059954,412.4436876872431,-1956.2152280775813
ID633,C,2570.9275037020084,385.5394521560314,-2189.839587075728
ID634,B,2439.90626937226,403.52717028281256,4884.249051354904
ID635,B,2486.2429588257633,393.88998708807554,4981.191763363229
ID636,B,2470.4963042250097,392.6915934531601,4951.689471597615
ID637,C,2488.1708772540887,385.85098677449696,-2105.3202173814343
ID638,C,2493.1116170495916,377.1082571399361,-2101.4996635961693
ID639,C,2423.892768111003,378.78418613574706,-2052.124061181638
ID640,A,2378.657471379059,423.05751454255045,5024.908466792943
ID641,B,2432.0558365393435,382.82631003350787,4871.413871325141
ID642,C,2538.5460435543328,364.59228370248906,-2165.9769567071276
ID643,A,2483.7101523271413,383.18303974282156,5542.383081724969
ID644,C,2590.8870533589748,417.8302392541097,-2162.4411168622387
ID645,B,2576.9645099698096,430.77040647776295,5140.988890657157
ID646,C,2656.8447398852677,416.4145559267624,-2235.146087326943
ID647,A,2383.7056499016917,406.84343489396565,5121.928002732134
ID648,B,2420.52990067296,408.84118287721157,4842.233695151098
ID649,B,2698.582595115849,409.2717910598194,5415.295264937926
ID650,A,2385.3538170756365,408.3815963237537,5122.518366911838
ID651,A,2612.6470089800005,399.1816856846694,5828.39901977313
ID652,B,2174.709377524934,394.7931293759833,4334.824273429476
ID653,C,2451.9071193485283,390.03959289736747,-2057.9205369057
ID654,B,2481.466995338444,400.75929947646813,4982.102542872543
ID655,B,2497.941891239969,427.4336466168896,4991.886583319135
ID656,A,2338.500195680369,401.6962030814856,5000.186746568967
ID657,C,2601.4941775387015,400.74380908568105,-2198.8574672825353
ID658,B,2600.979333774346,403.394335117725,5215.497066505721
ID659,C,2628.509302108543,373.62575413137876,-2249.6853572122973
ID660,A,2447.33911766696,422.0094225450456,5217.745757299099
ID661,C,2460.8447330586505,378.46623626767723,-2105.747322931824
ID662,C,2443.0278880554565,411.71844424755415,-2044.4948360768312
ID663,B,2462.4740939971675,387.42044096658145,4928.3547715211935
ID664,B,2679.0207683542853,394.5324487068429,5346.442807741701
ID665,A,2629.508215279073,376.1908087042068,6012.600188368768
ID666,A,2504.415101201976,395.61692368094367,5542.63916320307
ID667,B,2489.201458499125,392.847944114227,4988.158418698951
ID668,B,2588.313696407935,398.23513639442575,5181.576706475054
ID669,A,2417.205454984075,385.81125736811794,5335.616618550262
ID670,C,2332.5674853312717,384.8100635898802,-1960.1963345567972
ID671,A,2516.735522197954,404.54162729991657,5539.3321486657205
ID672,A,2557.8692344348297,382.43477354114725,5772.497998626804
ID673,C,2485.989400712148,442.5620795616022,-2038.9890963862256
ID674,B,2481.3212996125408,408.6125569609234,4942.065951351443
ID675,B,2577.415728119509,389.81174795244,5156.6180100173815
ID676,B,2557.7630754692536,386.1599991232386,5113.932993439514
ID677,C,2426.364765505131,390.745760208985,-2022.0765057540082
ID678,C,2427.492119796026,379.9629406004869,-2054.8308869185
ID679,C,2562.7281117074895,377.0039624887154,-2184.7920165324467
ID680,B,2585.144234186538,382.3668398221906,5172.303536511092
ID681,A,2445.780482309992,415.0145058321945,5261.466625404463
ID682,C,2495.6478067939056,411.4654656551232,-2081.707654552255
ID683,C,2696.488964990353,434.8828606447207,-2256.2458470121655
ID684,A,2407.2106064557724,422.8803861560813,5091.044603120933
ID685,C,2481.444851472548,400.3269003466034,-2073.074050413685
ID686,C,2574.6877105898825,369.527008719491,-2211.787274457801
ID687,B,2584.576764042573,408.13598840461077,5157.503780587345
ID688,A,2469.107646084396,416.7477625134228,5313.361185126514
ID689,C,2408.9146587615596,401.8309304156072,-1988.4733700913134
ID690,B,2645.056585109241,406.833109326646,5299.979748725568
ID691,B,2442.2142752845302,405.0082435578894,4880.754230538758
ID692,A,2634.04731062718,396.06162716918874,5942.31408779966
ID693,B,2591.1505739954628,391.3167248678011,5168.122896268356
ID694,A,2576.031194057427,404.67179779430296,5708.949942097441
ID695,A,2575.300408025784,418.9471673473286,5648.4126617621805
ID696,B,2502.6132235648256,409.94616603027276,4998.688531104553
ID697,B,2393.971634738169,403.1029261462619,4769.709958288045
ID698,B,2338.2588456938843,413.52641043316675,4681.3631728870805
ID699,C,2619.1537702458554,373.4585801085627,-2245.906713091633
ID700,B,2363.781644936292,410.8373064332989,4722.245920581713
ID701,B,2556.417007827143,395.85847731814414,5103.471542979145
ID702,C,2509.096156298691,401.2964860206224,-2089.791890452689
ID703,A,2580.0136548203627,360.11848424200645,5946.76832880705
ID704,A,2478.2633948943503,404.40885838313335,5417.131376738817
ID705,C,2491.769303880597,405.73428546914624,-2083.0339867579937
ID706,C,2492.039492679069,402.54319984672327,-2083.63894854518
ID707,C,2547.377348947761,386.9296268026731,-2170.102033888474
ID708,B,2354.5311812474347,390.0030844360203,4695.874725516788
ID709,C,2619.567256482306,394.71450543600935,-2219.4495271297137
ID710,B,2513.7267780370535,373.9791916614702,5037.086073637767
ID711,A,2653.677582817795,415.62871218728026,5875.037264044857
ID712,B,2351.835410805935,410.45986123052757,4692.046012794356
ID713,A,2692.1613170555424,415.17869030021296,6029.848046625666
ID714,B,2495.8452034437655,418.1018097091555,4990.742480260526
ID715,A,2488.418717592854,436.10334220355014,5278.005604853876
ID716,B,2420.1342864005674,385.93082576372353,4856.257129894277
ID717,C,2435.2071651231004,402.81972016067175,-2055.641807500822
ID718,B,2371.932379385323,395.6809508493916,4732.568628904421
ID719,C,2518.7330065668243,398.3910985512162,-2123.1080674322066
ID720,A,2432.899320889424,422.68852084340085,5187.394370755855
ID721,C,2427.563568234305,376.3359294166673,-2033.4203209611183
ID722,A,2547.3789442484804,404.2025178172089,5604.275920413972
ID723,B,2497.243188041382,394.9630033169884,4990.6863908830155
ID724,A,2296.6837527401985,415.67593957363283,4794.573232275336
ID725,C,2510.984884974055,398.3899457294179,-2121.65011219797
ID726,C,2723.8403317208827,397.7356326538032,-2304.598120950994
ID727,A,2562.1551842498066,413.05632858538723,5634.974800857806
ID728,C,2645.4637189341165,404.2102590041474,-2246.4388036787163
ID729,B,2579.5353781682156,378.4357580689074,5165.273161672969
ID730,A,2531.2035798429306,401.9512806386799,5577.950540747319
ID731,B,2497.5825100869183,400.60023902571817,5028.465650841448
ID732,B,2459.5918918399325,404.67657557026365,4915.602334912463
ID733,B,2275.1437848137225,420.1445849414639,4537.066665047367
ID734,B,2477.5129628320365,425.3030813715527,4971.939130109121
ID735,C,2403.1671489144223,382.0757743305494,-2025.5584711226206
ID736,C,2581.239409334724,392.9313911689595,-2172.1302221977344
ID737,B,2451.577802721612,391.2998969473677,4918.608627978361
ID738,C,2539.354431123076,408.93979452615673,-2120.465346146582
ID739,B,2604.979697658369,397.81765218694954,5204.156593805019
ID740,C,2483.7783394306416,394.3778067610273,-2079.630786595625
ID741,B,2310.7064099727727,392.9423052935549,4625.216558687898
ID742,C,2477.4096521735987,398.15355738496766,-2078.6713089452956
ID743,B,2476.964600873202,389.36264460382307,4967.244004614719
ID744,B,2625.6119396086688,383.47423511975876,5242.92674620303
ID745,B,2398.982258135279,419.6941362108232,4802.433990417331
ID746,B,2562.2229350176467,401.28500792569776,5123.464989265121
ID747,C,2330.4293973687572,433.21215399612134,-1890.878762571424
ID748,A,2583.3150317231857,394.21191523908965,5764.630163185363
ID749,C,2684.279765293371,411.1510304779488,-2284.45531734783
ID750,C,2491.5649280767984,404.7697372571645,-2081.387293879609
ID751,A,2466.914513472364,413.43950025895845,5307.362825665801
ID752,B,2475.7026594064255,384.1065434232054,4923.896112690973
ID753,A,2464.8906324575746,408.6904843319578,5344.6752077602905
ID754,C,2600.1446108771333,391.75557124070923,-2206.8204234776676
ID755,C,2664.732039014749,387.7864744093759,-2307.0686127626454
ID756,B,2419.7850643962515,387.53856764647264,4826.583891976479
ID757,A,2405.193957764377,416.63841803556517,5137.316320044635
ID758,A,2461.6893911472885,424.1011614806777,5272.627044008132
ID759,C,2375.794053213873,405.06725199997703,-1969.240136622223
ID760,A,2515.7218368142862,429.67304044372696,5392.430286027824
ID761,C,2483.8006660630817,372.6880627986499,-2115.7678313149545
ID762,B,2469.668061960731,381.09906084050357,4957.535884210916
ID763,A,2473.7618283499364,390.6330602568583,5460.064481177534
ID764,B,2435.48968991042,388.83852902216495,4867.75797220795
ID765,B,2371.7926675033023,378.430301670994,4719.753080650726
ID766,B,2639.5438431915886,390.2104372216297,5272.838608888467
ID767,B,2526.5334692576694,387.8573386136077,5052.765328158765
ID768,C,2469.741948817066,398.95670129920927,-2069.188859406027
ID769,A,2513.2771097167374,384.30504286136613,5609.1385049854025
ID770,A,2563.6780789271943,388.05551045142965,5768.750589512303
ID771,B,2540.605890123721,406.66488042351835,5062.293809027578
ID772,A,2396.4915631818153,388.1789578664524,5272.301554273571
ID773,B,2541.257543272097,404.50763796296485,5061.156417733706
ID774,A,2638.706171149859,427.103054426842,5766.948709573921
ID775,B,2461.8776008037103,404.3773898523627,4906.707100872653
ID776,B,2669.4882654662483,418.9814683052821,5332.19434352268
ID777,C,2519.52071959777,415.21031679732675,-2084.4053576708166
ID778,A,2584.9289783836825,410.5035923291933,5699.0041476349525
ID779,C,2581.3938856112263,421.0450559170817,-2145.610535330696
ID780,C,2481.912377204,396.70590399737773,-2108.877308848561
ID781,A,2516.0287210805013,401.9313446517078,5545.989760802216
ID782,C,2459.8504086941957,392.6224017381656,-2062.2876752095685
ID783,B,2391.380608846392,389.2106993309719,4760.4446232629225
ID784,B,2497.759509397242,437.0951984246885,4997.288129098343
ID785,A,2581.903376032843,401.2744243867177,5740.511827778111
ID786,B,2489.418846916117,386.9577430734641,5002.094763494398
ID787,A,2506.30354007009,398.4178350997425,5516.962326264708
ID788,C,2535.439730639236,412.2840461639415,-2135.7520028463005
ID789,B,2556.5275521683593,403.12341393530596,5084.481595377981
ID790,C,2483.019612166254,393.9080499754217,-2080.295461686598
ID791,B,2393.9426845062867,431.76306430293704,4780.792343604453
ID792,B,2520.806917678582,395.1691510749669,5052.972089978088
ID793,A,2400.7724763054193,420.352734512682,5114.697839804627
ID794,A,2628.2233865259245,388.35551523371356,5958.073205895963
ID795,A,2487.949338770684,412.64727974373596,5410.205249074762
ID796,A,2449.490291025918,369.9884580904324,5492.784998514222
ID797,C,2440.0025568558244,401.6951019125452,-2054.820749390988
ID798,A,2474.3404692673166,387.48359407839524,5497.951668569004
ID799,C,2451.4643457635775,369.85190492684734,-2077.275736072639
